"V1","RHOA (387)","SYNE1 (23345)","PRSS57 (400668)","FOXP1 (27086)","KIF20B (9585)","OR6C1 (390321)","KLHDC7A (127707)","SORCS3 (22986)","RPS6KA4 (8986)","NEFM (4741)","MET (4233)","SMAD2 (4087)","ZNF732 (654254)","ASTN1 (460)","RASA1 (5921)","ACTR10 (55860)","CEBPA (1050)","BCL2L11 (10018)","TSC2 (7249)","PCDHA12 (56137)","SCAF4 (57466)","TGFBR2 (7048)","CSMD2 (114784)","MB21D2 (151963)","ATM (472)","RAF1 (5894)","USF3 (205717)","BCL2 (596)","FBXW7 (55294)","CLK3 (1198)","TRAT1 (50852)","ZC3H4 (23211)","UGT3A2 (167127)","SPTA1 (6708)","AR (367)","CUEDC2 (79004)","ASXL3 (80816)","SETD2 (29072)","KDM6A (7403)","ZBED2 (79413)","NDUFS1 (4719)","LBR (3930)","OR4M1 (441670)","POT1 (25913)","JAK2 (3717)","SMARCD1 (6602)","NWD1 (284434)","MUC16 (94025)","KCNQ5 (56479)","CHEK2 (11200)","PDCD6IP (10015)","ABCA1 (19)","BRCA2 (675)","TP53 (7157)","HEXD (284004)","FBXL4 (26235)","PRKAG1 (5571)","UPF2 (26019)","DNMT3A (1788)","DHX15 (1665)","ARID1B (57492)","DSC3 (1825)","MYOCD (93649)","H3-3A (3020)","ZIM3 (114026)","CNOT3 (4849)","EBF2 (64641)","CHI3L2 (1117)","KCNA4 (3739)","SYT13 (57586)","SPOCK3 (50859)","RICTOR (253260)","SPOP (8405)","ZNF7 (7553)","FAM83B (222584)","RXRA (6256)","MAP3K4 (4216)","PIM1 (5292)","ABCC9 (10060)","SH3RF2 (153769)","NQO1 (1728)","RNF152 (220441)","CIC (23152)","RALB (5899)","ACACB (32)","LOXHD1 (125336)","BCL6 (604)","OR8D1 (283159)","PPP1R3A (5506)","DMXL2 (23312)","OR2A5 (393046)","MYO7B (4648)","U2AF1 (7307)","SACS (26278)","DST (667)","PIK3CD (5293)","PBRM1 (55193)","DNAJA4 (55466)","CDK4 (1019)","AMOT (154796)","H3C2 (8358)","ZSCAN20 (7579)","CHD4 (1108)","CNOT9 (9125)","NPAP1 (23742)","OR1N2 (138882)","ZNF615 (284370)","IRF3 (3661)","OR4A15 (81328)","ATRX (546)","MLLT10 (8028)","FGFR1 (2260)","LYST (1130)","KMT2D (8085)","PDSS1 (23590)","CARD11 (84433)","ERCC3 (2071)","GPR107 (57720)","FMN2 (56776)","FLACC1 (130540)","RAD50 (10111)","NFATC2 (4773)","TGFB1 (7040)","NLRP4 (147945)","ZHX3 (23051)","SRCIN1 (80725)","SF3B1 (23451)","PTP4A3 (11156)","HFM1 (164045)","ACVR1B (91)","ZNF180 (7733)","MLH1 (4292)","DENND4C (55667)","HCRTR2 (3062)","RTKN2 (219790)","DICER1 (23405)","EPHB1 (2047)","DCAF12L2 (340578)","ZDBF2 (57683)","IDH1 (3417)","CNTNAP2 (26047)","ALK (238)","ZNF534 (147658)","SOX30 (11063)","FGFR3 (2261)","SLCO6A1 (133482)","NFE2L2 (4780)","ZNF140 (7699)","FAM174C (55009)","MYCN (4613)"
"ACH-000467",1.1722,0.8561,1.1333,0.7658,0.8574,1.1687,0.7152,0.8574,0.689,0.3687,1.1151,0.7356,0.6974,1.4232,1.1884,0.7497,1.0873,1.0569,1.4021,1.1884,0.8466,1.1722,0.7152,1.6562,1.2787,1.1722,1.2879,0.4053,0.7163,1.0131,1.2879,1.1022,0.6672,1.4232,0.8479,0.8574,0.7356,1.1722,0.8015,1.2879,1.0569,1.0883,0.8451,1.1151,1.7177,1.1687,0.7276,1.0892,0.8561,0.7149,1.1722,1.1015,1.449,0.7753,1.0656,0.8561,1.1687,0.7476,1.0593,0.6974,0.8561,0.7356,0.7753,1.0883,1.1022,1.1022,0.3687,0.7152,1.5677,1.5677,0.7163,0.6672,0.7177,0.7511,1.0671,1.1015,0.8561,1.0671,0.7876,1.1884,1.1563,0.4053,1.1022,1.0569,1.1687,0.7356,1.6562,1.2787,1.1151,1.0131,1.1151,1.0569,0.998,1.449,1.0671,0.7152,0.7658,1.0131,1.1687,0.8479,1.3807,0.7152,1.1561,1.0569,1.0025,1.1015,1.1022,1.1022,0.9459,0.8479,0.7476,0.3687,1.1468,1.1687,0.7476,1.068,1.0569,1.1015,1.1468,1.0569,1.1884,1.3864,1.1022,1.1022,1.0255,0.7177,1.0569,0.7511,0.7152,1.1687,1.1022,1.1722,1.7177,1.0671,0.956,0.7497,1.2879,0.8479,1.0569,1.0569,1.1151,1.0593,1.1022,1.1884,0.6974,1.1884,1.0569,1.1438,1.1333,1.0593
"ACH-001065",0.7056,1.3765,1.0632,0.7056,0.7112,1.096,0.9122,0.7194,1.2939,0.3325,2.252,1.0829,0.7182,1.3355,0.6826,1.0443,1.0668,0.7347,0.6611,0.9885,1.0938,0.9936,1.2098,1.0719,1.0005,0.9936,1.0629,0.7077,1.0686,0.6846,1.0629,1.0765,1.7747,1.0046,1.1927,0.7194,1.4249,0.7056,0.7821,1.0629,0.7183,1.0903,0.6949,1.7583,0.7152,1.096,1.0668,1.0632,1.3951,1.4084,0.7056,0.9535,1.0008,0.7718,1.059,1.3765,1.096,0.7112,0.7394,0.7182,1.3765,1.4249,0.7914,1.0903,1.0918,1.0765,0.3325,1.0742,1.7654,1.0113,1.0686,1.7747,0.7037,0.9527,1.3951,0.9535,1.3765,1.3951,1.0552,0.9885,1.1384,0.7077,1.0668,0.7347,1.096,1.0829,1.0629,1.0005,2.252,0.6821,1.4357,0.7347,1.0938,1.0862,1.3951,1.4408,0.7056,0.6846,1.096,0.6234,1.3951,1.0326,1.0552,1.4575,0.7653,0.9535,1.0765,1.0765,1.0757,1.1927,0.7112,1.3716,1.0903,1.096,0.7112,0.7181,0.7347,0.9535,1.0903,1.4036,0.9885,1.7382,1.0668,1.0918,0.6761,1.0588,1.4036,0.654,1.0702,1.096,1.0765,0.7056,0.7152,1.3951,0.7112,1.3052,1.0629,0.6234,0.7183,1.4575,1.4357,0.7394,1.0765,0.9885,0.7182,0.9885,0.726,1.096,1.0632,0.7394
"ACH-000428",1.4195,1.0819,0.9562,1.4195,0.962,1.2169,0.9535,0.962,1.343,0.8059,1.4333,0.9751,0.9721,0.9535,0.9317,0.9413,0.9562,0.9587,1.4042,0.9317,0.9599,1.4195,0.9535,1.4195,1.343,1.4195,1.4195,0.9751,0.9721,0.9184,1.4195,0.9562,0.9317,0.9535,0.4299,0.962,0.9751,1.4195,0.4299,1.4195,0.9642,0.9535,0.9413,1.4333,0.95,1.2169,0.9562,0.9562,1.0819,0.9489,1.4195,0.9554,0.9533,1.01,0.9328,1.0819,1.2169,0.962,0.9616,0.9721,1.0819,0.9751,1.01,0.9535,0.9562,0.9562,0.8059,0.9535,1.343,1.343,0.9721,0.9317,0.9328,1.1859,0.9412,0.9554,1.0754,0.9412,1.2169,0.9317,1.4865,0.9751,0.9562,0.9587,1.2146,0.9751,1.4195,1.343,1.4333,0.462,1.4333,0.9587,1.3507,0.9533,0.9412,0.9535,1.4195,0.9184,1.2169,0.4299,1.118,0.9535,1.2169,0.9642,0.9674,0.9554,0.9562,0.9562,1.343,0.4299,0.962,0.8059,0.9535,1.2169,0.962,1.4438,0.9587,0.9554,0.9535,0.9642,0.9317,1.3035,0.9562,0.9562,1.3035,0.9328,0.9642,1.1859,0.9535,1.2169,0.9562,1.4195,0.95,0.9412,0.962,0.9413,1.4195,0.4299,0.9642,0.9642,1.4333,0.9616,0.9562,0.9317,0.9721,0.9317,0.9642,1.2257,0.9562,0.9616
"ACH-001698",0.6962,1.0754,1.0067,0.6962,0.893,1.035,0.8098,0.893,1.0219,0.6892,0.9726,0.9847,0.6883,1.0629,0.886,1.1914,1.0067,0.8723,1.1076,0.9095,0.6756,0.6962,1.0461,1.3905,1.0219,0.6962,1.3586,0.9847,0.6883,1.0155,1.3586,1.0552,1.682,1.0629,0.3155,0.893,0.9847,0.6962,0.3155,1.3586,0.8603,1.0629,1.412,0.9726,0.6794,1.035,1.0067,1.0067,1.0754,0.8138,0.6962,1.3103,0.9766,1.0006,1.0128,1.0754,1.035,0.5558,1.2108,0.6883,1.0754,0.9847,1.0006,1.0629,1.0552,1.0552,0.6892,1.5778,1.0219,1.0219,1.094,1.682,1.0128,1.4294,1.0754,1.3103,1.0863,1.0475,1.035,0.9095,1.3088,0.9847,1.0552,0.8723,1.035,0.9847,1.3905,1.0219,0.9726,1.0163,0.9935,0.8723,0.6756,0.9766,1.0754,0.8095,0.6962,1.0155,1.035,0.3155,0.9888,1.0461,1.035,0.8715,1.0163,1.3103,1.0552,1.0552,1.0219,0.3155,0.5558,0.6892,0.9964,1.035,0.5558,2.2922,0.8723,1.3103,0.9964,0.8603,0.9095,1.5966,1.0552,1.0552,1.5966,1.0128,0.8603,1.2573,1.2836,1.035,1.0552,0.6962,0.6794,1.0754,0.8977,1.1914,1.1895,0.3155,0.8603,0.8603,0.9935,1.2108,1.0552,0.9095,0.6883,0.9095,0.8743,1.035,1.0067,1.2108
"ACH-001374",1.0328,1.0163,1.0221,1.0328,1.0207,1.0034,1.0338,1.0207,1.0302,1.0177,1.0272,0.9871,1.0294,1.0327,1.0184,1.0175,1.0221,1.0064,1.0106,1.0184,0.9986,1.0328,1.0327,1.0328,1.0302,1.0328,1.0328,0.9871,1.0294,1.0224,1.0328,1.0221,1.0184,1.0327,0.8876,1.0207,0.9871,1.0328,0.8876,1.0328,0.9998,1.0327,0.5194,1.0272,1.0145,1.0034,1.0221,1.0221,1.0163,1.0248,1.0328,1.0145,1.0246,1.0348,1.025,1.0163,1.0034,0.9901,1.0064,1.0294,1.0163,0.9871,1.025,1.0327,1.0221,1.0221,1.0177,1.0327,1.0302,1.0302,1.0294,1.0184,1.025,1.0177,1.0163,1.0145,1.4668,1.0163,1.0034,1.0184,1.0196,0.9871,1.0221,1.0064,1.0034,0.9871,1.0328,1.0302,1.0272,1.0224,1.0272,1.0064,0.9986,1.0246,1.0163,1.0338,1.0328,1.0224,1.0034,0.8876,1.0231,1.0327,1.0034,0.9998,1.0224,1.0145,1.0221,1.0221,1.0302,0.8876,0.9901,1.0177,1.0327,1.0034,0.9901,1.0206,1.0064,1.0145,1.0327,0.9998,1.0184,1.0298,1.0221,1.0221,1.0298,1.025,0.9998,1.0177,1.0327,1.0034,1.0221,1.0328,1.0145,1.0163,1.0207,1.0175,1.0328,0.8876,0.9998,0.9998,1.0272,1.0064,1.0221,1.0184,1.0294,1.0184,1.0064,1.0034,1.0221,1.0064
"ACH-001035",1.0621,1.0357,1.0419,1.0621,1.0344,1.04,1.0618,1.0344,1.0383,1.0625,1.5419,1.032,1.0488,1.0572,0.9611,1.0542,1.0307,1.0213,1.0267,0.7037,1.0515,1.0621,1.0618,1.544,1.0383,1.0621,0.5303,1.032,0.5294,1.0307,0.5303,1.0307,1.0038,1.0618,0.495,1.0344,1.032,1.0621,0.495,0.5303,1.0495,1.0572,0.0811,1.5419,0.5108,1.0254,1.0419,1.0419,1.0357,1.0433,1.0621,1.0277,1.0457,1.0429,1.056,1.0357,0.8826,1.0344,1.055,1.0488,1.0357,1.032,1.0429,1.0572,1.0045,1.0045,1.0625,1.0618,0.514,1.0383,0.5294,1.0038,1.0554,1.6223,1.0357,1.0277,1.0357,1.0357,1.0264,0.7107,0.522,1.032,1.0307,1.0213,1.04,1.032,1.544,1.0383,1.5419,1.0307,1.5419,1.0213,1.0515,1.0457,1.0357,1.0517,1.0621,1.0307,1.04,0.495,1.0189,1.0618,1.5149,1.0495,1.0307,1.0277,1.0307,1.0307,1.0383,0.495,1.0344,1.0625,1.0572,0.7583,1.0344,1.4479,1.0213,1.0277,1.0572,1.0495,0.7037,1.0645,1.0307,1.0045,1.0645,1.0554,1.0495,1.6223,1.0618,1.0254,1.0307,1.0621,0.5108,1.0357,1.0344,1.0221,1.544,0.495,1.0495,1.0495,1.5419,1.055,0.7783,0.7107,1.0488,0.9611,1.5764,1.04,1.0419,1.055
"ACH-001847",1.0147,0.9752,0.9733,0.9765,0.9841,0.9916,0.3403,0.9841,1.016,1.314,0.9971,0.615,0.6653,1.6136,1.0005,0.6792,0.996,0.9754,1.3407,1.0005,1.293,0.9687,0.9722,0.9426,0.9887,0.9687,0.9765,0.6745,0.6658,1.0206,0.9765,0.9949,1.0005,1.6933,0.5763,0.9841,0.6551,1.0147,0.5763,0.9765,0.9872,1.6566,0.7067,0.9971,0.9473,0.9916,0.996,0.9733,0.9909,0.9908,0.9687,0.6548,0.991,1.3048,1.3154,0.9909,0.9916,0.9841,0.9911,0.6399,0.9752,0.5365,1.1338,1.6566,0.9727,0.9949,1.314,0.9857,1.016,1.016,0.6658,1.0005,1.3057,1.3712,0.9909,0.9988,0.9752,0.9909,0.9916,1.0005,0.6636,0.6745,0.9949,0.9754,0.9916,0.4356,0.9426,0.9887,0.9971,1.0206,0.9971,0.9754,1.293,0.991,0.9909,0.3403,1.0147,1.0206,0.9916,0.5763,0.9664,0.9722,0.9916,1.0027,1.0206,0.9988,0.9949,0.9949,1.016,0.5763,0.9841,1.314,1.5354,0.9916,0.9841,1.3408,0.9754,0.9988,1.5302,0.9872,1.0005,1.0068,0.9949,0.9727,1.0068,1.3093,0.9872,1.41,0.9857,0.9916,0.9949,0.9687,0.9201,0.9909,0.9841,0.6904,0.9765,0.5763,0.9872,0.9872,0.9971,0.9911,0.9949,1.0005,0.6653,1.0005,0.9704,0.9916,0.9733,0.9911
"ACH-000058",0.61,0.7432,0.6475,0.61,1.1531,0.9363,1.1346,1.1531,0.5983,0.5889,1.1704,0.612,1.0624,1.1918,1.1257,0.6263,1.1697,0.9378,1.1309,1.1257,0.9558,0.61,1.1346,1.1217,0.5983,0.61,0.61,0.612,1.0624,1.112,0.61,1.1697,1.2391,1.1918,0.7119,1.1531,0.612,0.61,0.7119,0.61,0.9154,1.2301,1.7819,1.1704,0.6156,0.9363,1.1816,0.6475,0.7432,1.1397,0.61,0.6917,0.4555,0.6757,1.1424,0.7432,0.9363,0.5908,0.9199,1.0624,0.7432,0.612,0.6787,1.2301,1.166,1.1697,0.5889,1.1346,0.5983,0.5983,1.0624,1.2391,1.1424,1.7467,0.6209,0.6917,0.737,0.6209,0.9363,1.1257,1.1309,0.612,1.1697,0.9378,0.9363,0.612,1.1217,0.5983,1.1704,1.112,1.187,0.9378,0.9558,0.4555,0.6209,1.1346,0.61,1.112,0.9363,0.7119,0.7697,1.1346,0.9363,0.9154,1.112,0.6917,1.1697,1.1697,0.5983,0.7119,0.5908,0.5889,1.2301,0.9363,0.5908,1.1704,0.9378,0.6917,1.2301,0.9154,1.1257,1.0269,1.1697,1.166,1.0269,1.1424,0.9154,1.6359,1.1346,0.9363,1.1697,0.61,0.6156,0.6209,1.1531,0.6452,0.61,0.7119,0.9154,0.9154,1.187,0.9199,1.1697,1.1257,1.0624,1.1257,0.9154,0.9363,0.6475,0.9199
"ACH-000537",0.8859,0.9235,1.282,0.9162,0.9116,0.9119,0.9208,0.9116,0.4372,0.4728,0.9184,0.9114,1.2805,1.3576,0.9307,1.3375,1.3079,1.0461,0.879,0.922,0.8961,0.9324,0.9208,0.9162,0.4587,0.8897,0.9162,0.9114,0.9316,0.9001,0.9162,1.3079,0.9307,1.3576,0.8884,0.9116,0.9114,0.8859,0.8884,0.9162,1.0584,1.3576,1.3614,0.9184,0.9202,0.9119,1.282,1.282,0.9101,1.181,0.9324,0.9253,0.9226,0.9054,1.0365,0.9235,0.9119,0.9116,1.3019,1.2805,0.9235,0.9114,0.9054,1.3576,1.3079,1.3079,0.4728,0.9208,1.365,0.8979,0.9316,0.9307,0.8943,0.8456,0.9101,1.2778,0.9235,0.9101,0.9119,0.922,0.893,0.9114,1.3079,1.0461,0.9119,0.9114,0.9162,0.4587,0.9184,1.8389,0.8867,1.0461,0.8961,0.9226,0.9101,0.8676,0.9162,0.9001,0.9119,0.8884,0.9111,0.9208,0.9119,1.0584,1.3368,0.9253,1.3079,1.3079,0.9073,0.8884,0.9116,3.8485,1.3576,0.9119,0.9116,2.2171,1.0461,1.2778,1.3576,1.0584,0.922,1.3694,1.3079,1.3079,1.3694,0.8943,1.0584,0.8456,0.9208,0.9119,1.3079,0.9324,0.9202,0.9101,0.9116,0.9054,0.9162,0.8884,1.0584,1.0584,0.8867,1.3019,1.3079,0.922,1.2805,0.922,1.0584,0.9119,1.282,1.3019
"ACH-000087",0.9186,0.7636,0.9424,0.9553,0.9087,1.3831,1.4062,0.9087,0.9429,0.9362,1.3564,0.8862,0.9252,1.3577,0.9144,0.947,0.9424,0.9068,0.9162,0.9144,0.9377,0.9176,1.4062,1.0959,0.8375,0.9176,1.0959,0.8862,0.9252,0.9248,0.9553,0.9424,0.9144,1.2281,0.4142,0.9087,0.8862,0.8016,0.4142,0.9553,0.9073,1.3553,0.9904,1.3564,1.2839,1.4467,0.9424,0.9424,0.9226,0.929,0.9176,1.5582,0.9133,0.9656,0.955,0.9226,1.4467,0.9087,0.9068,0.9252,0.965,0.6968,0.9656,1.3553,0.9413,0.8277,0.9362,1.4062,0.9429,0.9429,0.9252,0.9144,0.955,1.4198,0.9226,1.3909,0.8207,0.9226,1.3282,0.9144,0.8005,0.8862,0.9424,0.9068,1.3831,0.8862,1.0959,0.9356,1.3564,0.9248,1.3564,0.9068,0.8967,0.9133,0.9226,1.4062,0.9553,0.9248,1.3831,0.4142,0.9206,1.4062,1.3464,0.9073,0.7995,1.3457,0.8277,0.9424,0.9429,0.4142,0.9087,0.9362,1.3553,1.4467,0.9087,1.3646,0.9068,1.9906,1.3553,0.9073,0.9144,0.9384,0.9424,0.9413,0.9384,0.4771,0.9073,1.4103,1.4062,1.1669,0.9424,0.9176,1.0774,0.9226,0.9087,0.9038,1.0959,0.4142,0.9073,0.9073,1.3564,0.9068,0.8277,0.9144,0.9252,0.9144,0.9068,1.3831,0.9424,0.9068
"ACH-002407",1.1261,0.6003,1.036,1.1261,0.5923,1.0599,1.0935,0.5923,1.1079,1.0621,1.1024,1.1537,1.128,1.0935,0.6237,1.1546,1.036,1.1519,1.1278,0.6237,1.1594,1.1261,1.0935,1.1261,1.1079,1.1261,1.1261,1.1435,1.128,1.1674,1.1261,1.036,0.6237,1.0935,0.5378,0.5923,1.1537,1.1261,0.5378,1.1261,1.1365,1.0935,1.1546,1.1024,0.5732,1.0726,1.036,1.036,0.6003,1.1318,1.1261,0.5754,0.6627,0.5824,1.6076,0.6003,1.0726,0.5896,1.1519,1.128,0.6003,1.1537,0.5824,1.0935,1.0679,1.036,1.0621,1.0935,0.5852,1.1079,1.128,0.6237,1.6076,1.1682,1.1731,0.5754,0.6003,1.1731,1.0726,0.6237,1.1278,1.1435,1.036,1.1519,1.0648,1.1537,1.1261,1.1079,1.1024,0.6006,1.1024,1.1519,1.1594,0.6627,1.1731,1.0935,1.1261,1.1674,1.0599,0.5378,1.1668,1.0935,1.074,1.1365,0.5957,0.5754,1.036,1.036,1.1079,0.5378,0.5457,1.0621,1.0935,1.0726,0.5457,1.6452,1.1519,0.5754,1.0935,1.1365,0.6237,1.15,1.036,1.0679,1.15,1.1436,1.1365,1.1682,1.0935,1.0726,1.036,1.1261,0.627,1.1731,0.5923,1.1546,1.1261,0.5378,1.1365,1.1365,0.6724,1.1519,1.036,0.6237,1.128,0.6237,1.1519,1.0648,1.036,1.1519
"ACH-001693",0.7614,0.761,0.7317,0.7752,1.1193,0.7567,0.7652,1.1341,1.0936,0.7379,0.7663,0.6992,0.7521,0.9413,1.1905,1.0841,1.0766,0.7512,0.7532,1.1502,0.7593,0.7646,0.7652,2.0618,0.9161,0.7646,1.1028,0.77,0.9288,1.1294,1.1028,1.2399,1.1618,1.1132,1.1062,1.1341,1.0817,0.7614,0.3426,1.1028,1.0856,0.9201,0.7841,0.7663,0.7474,0.3806,0.7568,0.8591,1.5391,1.1193,0.7646,1.4156,0.7449,1.0901,0.7838,0.7585,0.7603,0.3836,1.2635,0.7521,0.761,1.0211,1.0901,0.9201,0.9524,0.8581,0.7379,0.7652,1.0721,1.0721,0.9288,1.0913,1.2554,1.5685,1.5391,1.4156,0.761,1.1379,0.7552,1.1502,1.36,0.77,1.0929,0.7446,1.0923,0.6992,1.7822,0.9161,0.7663,1.1294,0.7663,0.7446,0.7593,0.7449,1.5391,1.1013,0.7614,1.1294,0.7567,0.7384,1.1266,0.7652,0.7552,1.0856,0.8284,1.4156,1.0315,1.2399,1.0721,1.1622,0.3836,0.7493,0.8638,0.7603,2.6211,1.9067,0.7446,1.4156,0.8638,1.439,1.1109,1.1305,1.0929,0.9524,1.1305,1.2554,1.439,1.5685,0.7652,0.7567,1.0929,0.7646,0.7474,1.5391,1.1221,1.1157,1.1028,0.6716,1.0856,1.0856,0.7016,1.2635,1.0315,1.1502,0.7521,1.1905,1.4004,1.0923,0.7317,1.2635
"ACH-001136",0.6879,1.1652,1.3298,0.6879,0.7107,1.1839,1.0096,0.7107,0.962,0.5737,1.3474,0.8468,1.3015,1.9071,0.9018,1.2626,1.3056,0.7112,1.6645,0.9018,1.2685,0.6879,1.0096,0.998,0.962,0.6879,0.998,0.8468,0.6721,1.0094,0.998,1.3056,1.3016,1.9149,0.6097,0.7107,0.8468,0.6879,0.6097,0.998,0.7135,0.7378,1.2626,1.3474,0.8317,1.1839,0.6993,0.7313,1.1652,0.7068,0.6879,0.7296,0.6953,0.7755,1.0486,1.1652,1.1839,0.7107,1.3244,1.3015,1.1652,0.9535,0.7755,0.7378,1.3056,1.3056,0.5737,1.0096,1.2266,1.2266,0.6721,1.3016,1.0486,1.0834,0.9943,0.7776,1.1652,0.9943,0.9211,0.9018,0.7909,0.8468,1.3056,0.7112,1.1839,0.8468,0.998,0.962,1.3474,0.694,1.3474,0.7112,1.2685,0.6953,0.9943,1.0096,0.6879,0.6882,1.1839,0.8874,1.0885,1.0096,0.9076,0.7135,0.694,0.7296,1.3056,1.3056,0.962,0.6097,0.7107,0.5737,0.7378,1.1839,0.7107,1.013,0.7112,0.7776,0.7378,0.7135,0.9018,1.0087,1.3056,1.3056,1.0087,1.0834,0.7135,1.0834,1.0096,1.1839,1.3056,0.6879,0.8317,0.9943,0.7107,1.2626,0.998,0.8874,0.7135,0.7135,1.3474,1.3244,1.3056,0.9018,1.3015,0.9018,0.7135,1.1839,1.3298,1.6254
"ACH-001854",1.0181,0.937,0.8681,1.0181,1.1902,0.9686,0.9936,1.1167,1.2619,0.6998,1.1436,0.8346,0.8477,0.9462,0.9996,1.1249,0.8928,0.9627,0.9766,0.9996,1.1363,1.0181,0.9936,1.1997,1.2351,1.0181,1.0181,0.8346,0.8936,0.7084,1.0181,0.8928,1.3669,0.9462,0.6178,1.1167,0.8346,1.0181,0.5408,1.0181,0.883,0.9462,1.1691,1.1436,0.5849,0.9686,0.8928,0.8681,1.1517,0.9051,1.0181,1.1022,0.8786,1.2142,1.1671,1.1517,0.9686,1.0478,0.9627,0.8477,1.1413,0.8346,1.2142,0.9462,0.8928,0.8928,0.6998,0.9462,1.1239,1.1239,0.8936,1.3669,1.1671,1.3724,1.1517,1.1022,1.1413,5.9293,1.3416,0.9996,0.964,0.8346,0.8928,0.9627,0.9686,0.8346,1.1997,0.5893,1.1436,0.681,1.1436,0.9627,1.1363,0.8786,1.1517,0.9936,1.0181,0.7084,0.9686,0.5331,1.143,0.9936,1.3416,0.883,0.6588,1.1022,0.8928,0.8928,1.1239,0.5331,1.0478,0.6998,0.9132,0.9686,1.0478,1.1436,0.9627,1.1022,0.9315,0.883,0.9996,1.1704,0.8928,0.8928,1.1704,1.1671,0.883,1.3724,0.9936,0.9686,0.8928,1.0181,0.5849,1.1517,1.1902,1.1249,1.1997,0.5331,0.883,0.883,1.1436,0.9627,0.8928,0.9996,0.8477,0.9996,0.8636,0.9686,0.8681,0.9627
"ACH-000993",0.9912,0.9796,1.0057,0.9912,0.9996,1.007,1.0075,0.9996,0.9998,0.9949,0.9966,0.9961,0.9845,1.0075,1.0048,0.9956,1.0111,0.9906,0.9954,0.9983,0.9944,1.0003,1.0075,0.9912,0.9982,0.9937,0.9912,0.9961,0.9845,0.9931,0.9912,1.0111,1.0048,1.0075,0.9817,0.9996,0.9961,0.9912,0.9817,0.9912,0.9906,1.0075,0.9958,0.9966,1.0018,1.007,1.0111,1.0057,1.0026,0.8934,1.0003,1.0018,0.9905,0.9963,1.004,0.9796,1.007,0.9913,0.9906,0.9845,0.9796,0.9961,0.9963,1.0075,1.0111,1.0111,0.9949,1.0075,0.9998,0.9998,0.9845,1.0048,0.992,1.0001,1.0026,1.0018,0.9796,1.0026,1.007,0.9983,0.9989,0.9961,1.0111,0.9906,1.007,0.9961,0.9912,0.9901,0.9966,0.9931,0.9966,0.9906,0.9944,0.9905,1.0026,1.0075,0.9912,0.9931,1.007,0.9431,1.0026,1.0075,1.007,0.9906,0.9931,1.0018,1.0111,1.0111,0.9998,0.9817,0.9913,0.9949,1.0075,1.007,0.9913,0.9966,0.9906,1.0018,1.0075,0.9906,0.9983,1.0092,1.0111,1.0111,1.0092,1.022,0.9906,1.0001,1.0075,1.007,1.0111,1.0003,1.0018,1.0026,0.9996,0.9897,0.9912,0.9431,0.9906,0.9906,0.9966,0.9906,1.0111,0.9983,0.9845,0.9983,0.9906,1.007,1.0057,0.9906
"ACH-001551",1.0628,0.8994,1.1359,0.5943,1.1066,0.9079,1.0899,1.1066,1.1552,1.1059,1.3203,0.6623,0.7936,0.8632,1.3705,1.4006,1.1359,1.0439,0.6327,1.3572,1.3558,1.0628,0.8154,1.1485,1.1552,1.0628,1.1485,0.6623,0.8749,0.856,1.1485,1.153,0.8615,0.8632,0.523,1.1066,0.6623,1.0628,0.523,1.1485,1.0209,0.9872,1.4006,1.3203,1.086,0.8746,1.1359,1.1359,0.8994,0.8419,1.0628,1.086,0.7697,1.12,0.2762,0.8994,0.8746,1.1282,0.8343,0.8749,0.8994,0.6623,1.1136,0.9872,1.153,1.153,1.1059,0.8823,1.0814,1.0814,0.8749,0.8615,0.8518,1.1059,0.8994,1.086,0.8994,0.8994,1.1514,1.3805,0.8343,0.6623,1.153,1.0439,0.8492,0.6623,1.1485,1.1552,1.3203,0.856,0.8109,1.0439,1.3558,0.7697,0.8994,1.0899,0.5943,0.856,0.9079,0.523,0.8968,0.8154,1.0369,1.0209,0.8439,1.086,1.153,1.153,1.0814,0.523,1.1282,1.1059,0.9872,0.8746,1.1282,1.8466,1.0439,1.086,0.9872,1.0209,1.3415,1.9768,1.153,1.153,1.9768,0.8518,1.0209,1.1059,0.8823,0.8746,1.153,1.0628,1.086,0.8994,1.1066,1.4006,1.1485,0.523,1.0209,1.0209,0.8109,0.8343,1.153,1.3805,0.7936,1.4768,1.0439,0.8492,1.1359,0.8343
